country,test_group,watch_time,pause_count,avg_watch_time_per_video,Webpage_clicks_per_session,Videos_completed_per_session,userid,ds,sessionid
Country5,test,2479,38,1592,1,37,9604335881,05-18-2023,82e57bca7b
Country5,test,2494,44,2409,2,38,3450842563,05-19-2023,7b327d0ae8
Country9,test,1988,59,1149,2,28,8401363172,05-20-2023,9de19421d8
Country5,test,1927,35,2031,2,15,5698264777,05-21-2023,a4effae0ff
Country5,test,2227,43,2290,1,57,5734223843,05-22-2023,b33837419b
Country10,control,3942,55,524,7,36,9031380236,05-23-2023,3024b4ecc1
Country2,test,3769,57,2069,2,98,2863629883,05-24-2023,2230942117
Country1,test,2607,32,1820,1,61,7715541242,05-15-2023,b2a8ef77c2
Country3,test,2927,50,1358,0,9,9452053322,05-16-2023,f7d515ef48
Country1,test,2643,50,2345,0,96,6500642344,05-17-2023,1b7ba19b9d
Country1,control,2521,59,574,5,75,1120754339,05-18-2023,07f5cb59ea
Country7,test,2350,47,2319,2,60,7844622384,05-19-2023,aa79a1c6e9
Country4,test,1902,58,2273,1,73,4840304567,05-20-2023,9c3059ece5
Country5,test,2389,46,1970,1,15,4983345669,05-21-2023,514ec49990
Country9,test,2559,54,2025,1,39,5609330367,05-22-2023,90ab1d94d7
Country9,control,3750,48,634,8,36,9741016510,05-23-2023,f74080a5ff
Country2,test,2287,43,2464,1,33,7138589304,05-24-2023,cd9fa5164b
Country7,test,2367,40,2979,1,69,3653195468,05-15-2023,0adf97f8f6
Country10,test,2504,60,2420,0,66,5937154881,05-16-2023,aa9d9a35e8
Country6,test,3246,66,2651,0,59,4287704074,05-17-2023,93cbe498f3
Country10,control,3177,58,617,5,84,7681576618,05-18-2023,6670c8090e
Country2,control,3693,53,745,10,54,5775097760,05-19-2023,97ec33e779
Country5,test,2939,59,1985,1,99,1993094569,05-20-2023,bddd7f5f71
Country3,test,2059,53,2370,1,82,8622482647,05-21-2023,986f5d8b10
Country10,control,3825,55,458,9,67,6870660937,05-22-2023,39d006ab99
Country7,test,2183,34,2121,1,72,5779370510,05-23-2023,af48e3ef1f
Country10,control,3204,56,731,6,11,9565229263,05-24-2023,0e0af76792
Country6,test,2139,71,2323,1,28,5081918992,05-15-2023,ea4022e13d
Country1,control,3656,41,751,6,3,6520436065,05-16-2023,13b646761d
Country10,test,2971,44,1507,1,95,1675142168,05-17-2023,ccb90f93d0
Country3,test,3458,58,2343,1,65,3633333762,05-18-2023,7cfec55747
Country10,test,2506,59,2485,1,52,9541370100,05-19-2023,4eee369890
Country6,control,3360,58,648,8,43,6075256090,05-20-2023,254543150b
Country4,test,2536,58,1733,1,73,5674414182,05-21-2023,844c979f2a
Country3,control,3975,46,712,7,49,7855862651,05-22-2023,a8af9e0084
Country3,test,2163,47,1578,1,13,1910789312,05-23-2023,6fe2a23f50
Country8,control,2718,38,538,6,72,8325977577,05-24-2023,e827845e3e
Country8,test,2822,45,2335,1,49,6684073375,05-15-2023,40953b11bd
Country3,test,2884,46,1949,1,30,1773872433,05-16-2023,001dbf05a7
Country7,control,3889,40,582,10,84,2347467756,05-17-2023,fee2316ea8
Country8,test,3037,49,2213,1,13,5910243393,05-18-2023,f0ea2c08d8
Country9,control,2059,46,702,10,4,9272515693,05-19-2023,37d3fd8b84
Country9,test,2716,35,2391,1,27,8785671735,05-20-2023,635dfc8d53
Country6,control,3623,40,661,8,39,5978950216,05-21-2023,906eaa5fe7
Country5,test,3112,54,1978,1,89,3881417790,05-22-2023,7e4c134f99
Country9,control,3908,44,539,6,30,4683377485,05-23-2023,a26134cdf1
Country2,control,3188,55,485,8,30,8218512344,05-24-2023,6ffa8324b7
Country8,test,2650,34,2648,1,23,3074440145,05-15-2023,2ba6c813e3
Country10,control,3216,34,559,6,71,9466139842,05-16-2023,7adb7d818f
Country6,test,1674,56,2909,1,75,3168043061,05-17-2023,b68afdb99e
Country4,control,4705,65,447,8,37,3868027152,05-18-2023,416531e695
Country9,control,3800,61,738,8,14,7161863669,05-19-2023,b8a247e2be
Country7,test,2133,49,2349,1,68,2645571668,05-20-2023,193d6a4356
Country8,test,2504,55,1717,1,67,6708641843,05-21-2023,d8986f7a30
Country3,test,1496,49,1177,1,87,7172580041,05-22-2023,5d4953f2ac
Country7,test,2193,47,1771,1,92,2821462994,05-23-2023,5d28948dba
Country2,test,1978,59,2065,2,46,6929673717,05-24-2023,a410a166ce
Country6,test,2359,28,1501,1,59,8264229866,05-15-2023,5917474f70
Country6,test,3193,51,1349,2,14,1274613440,05-16-2023,8b831235af
Country7,test,2441,43,1325,1,91,9412126148,05-17-2023,29b5bd875b
Country6,control,3559,58,662,8,88,4523893651,05-18-2023,a12829a2fa
Country7,control,4105,43,673,9,82,1738602300,05-19-2023,38f1e48f32
Country5,test,1647,45,2310,1,6,2917971204,05-20-2023,f078cc71d5
Country8,test,3185,53,2465,2,8,1814104885,05-21-2023,a37144d675
Country4,control,3220,52,473,6,24,9596080824,05-22-2023,b731526bf3
Country3,control,3346,57,413,10,11,5315727053,05-23-2023,5350e7586f
Country3,test,3009,49,2323,1,45,5565207803,05-24-2023,a3eb05604d
Country10,control,3800,55,565,8,71,3033557120,05-15-2023,c80f4701ab
Country10,control,3546,70,549,4,9,4015991685,05-16-2023,32a316723b
Country10,control,3607,65,830,8,69,4126594945,05-17-2023,45d4966963
Country8,test,2921,47,2469,0,37,5738294127,05-18-2023,9616903b6a
Country3,control,3759,45,661,8,44,9257182409,05-19-2023,3473362ea7
Country8,test,2349,44,2129,1,100,6464858843,05-20-2023,4c376ced7b
Country8,control,4514,52,611,5,51,7493768433,05-21-2023,b35bc877ba
Country5,control,3338,52,571,6,70,6295575875,05-22-2023,b79b44ad1a
Country4,test,2333,45,2032,1,59,5609739406,05-23-2023,8bb3f5bdd8
Country2,control,2796,47,487,10,18,7820858032,05-24-2023,b9eafd1149
Country1,control,2898,41,665,9,97,7060856495,05-15-2023,3211015a28
Country1,test,3397,61,1987,1,31,3793615711,05-16-2023,dc2c76175e
Country6,control,3736,47,691,7,99,6009483689,05-17-2023,3297a579d4
Country5,test,2826,45,2230,1,72,1746799670,05-18-2023,1fa7e53780
Country4,control,3089,60,713,11,27,2206688142,05-19-2023,56bb23448c
Country7,control,2981,44,577,7,92,9674351114,05-20-2023,dfc7d58973
Country1,test,2339,46,1868,2,75,4755569709,05-21-2023,401dea6861
Country5,test,3092,33,2215,1,80,7851249501,05-22-2023,1ece0499c5
Country8,test,2711,49,2769,2,97,9011922233,05-23-2023,7740c7d99a
Country6,control,4615,50,654,8,16,9912441082,05-24-2023,8e78a46a2c
Country8,test,2120,49,2023,1,12,3629024544,05-15-2023,3492b7def1
Country2,control,4476,44,695,7,47,1085010353,05-16-2023,bb4d3eeb81
Country3,test,2484,52,2730,0,64,4803736725,05-17-2023,e7f7e3aadc
Country8,test,2446,53,1937,1,31,7280810245,05-18-2023,64dac55c9b
Country10,test,2305,45,1536,0,36,1434022639,05-19-2023,b005e0daba
Country6,test,2559,68,1590,2,66,2779514028,05-20-2023,f5c89f5316
Country5,test,1776,67,1624,1,39,3758032117,05-21-2023,1029e0e203
Country10,control,3783,37,691,8,28,4858140425,05-22-2023,4260715ff3
Country9,test,2415,44,1698,2,24,9570605645,05-23-2023,60ffcaf8af
Country1,test,2772,57,1727,3,21,5913990893,05-24-2023,e9d36d1291
Country3,control,4055,52,646,6,65,3433473240,05-15-2023,f7d7150444
Country2,test,3259,46,2596,1,83,8970184236,05-16-2023,e4245c22d5
Country9,control,3917,45,665,9,70,1305563804,05-17-2023,b4341d508e
Country2,control,4224,55,648,4,24,1509277051,05-18-2023,ccb46a6497
Country10,control,3278,44,613,9,59,1731395392,05-19-2023,ec421e7e38
Country3,test,2715,53,1790,1,52,3263219330,05-20-2023,22b873bc30
Country3,test,1791,48,1304,1,17,8824702753,05-21-2023,6f17974075
Country4,test,1424,68,1293,1,10,1658255759,05-22-2023,28d16fe660
Country10,control,3683,49,614,7,71,2931049376,05-23-2023,e73f22ea38
Country4,control,3468,45,744,10,75,9209218739,05-24-2023,ccb5649f88
Country5,test,1702,48,1071,2,8,7711876428,05-15-2023,817df785ac
Country1,test,1819,57,1287,1,75,9035771371,05-16-2023,a95c6cd354
Country2,control,3467,56,666,8,59,1571550344,05-17-2023,7c8196384f
Country4,test,2478,45,2076,1,20,9769535241,05-18-2023,16651b57da
Country4,test,1784,48,1087,1,49,5531566989,05-19-2023,9c624d05e1
Country8,control,3241,41,627,7,74,5200582436,05-20-2023,7938681878
Country9,control,3687,51,593,8,82,9261467861,05-21-2023,3c18040c3f
Country3,control,3122,47,577,7,47,2888932762,05-22-2023,665fb372c8
Country4,control,4115,42,421,8,83,4664045067,05-23-2023,49861a970c
Country5,test,2418,65,2410,2,20,3155709345,05-24-2023,03d8656f86
Country1,control,3122,60,434,6,31,9830435541,05-15-2023,8cb821c261
Country3,test,2727,51,3372,2,46,5514091883,05-16-2023,c5da6e5ccc
Country9,control,3629,58,606,10,39,8330784704,05-17-2023,81af5c145e
Country8,test,2221,50,1738,2,42,6107136236,05-18-2023,150adc5b15
Country5,control,3649,57,550,3,1,2488358274,05-19-2023,e3d9f3ddf6
Country9,test,2806,59,2223,2,30,1307220110,05-20-2023,5146d2500b
Country1,control,4115,57,650,7,46,1477818703,05-21-2023,b0722af164
Country9,control,2951,36,436,10,81,7609350605,05-22-2023,59d7806e5b
Country8,control,2996,59,708,7,55,5025668955,05-23-2023,1c624d9230
Country10,control,3116,57,580,6,61,5379839896,05-24-2023,205d659e7c
Country8,control,2842,65,639,9,90,3730762181,05-15-2023,bc50f43688
Country1,test,2762,69,2015,1,71,5900488907,05-16-2023,853edfc141
Country6,test,2656,39,2411,1,89,1635166618,05-17-2023,9b62b153bf
Country1,test,3109,43,3232,1,32,2470628517,05-18-2023,94d968b735
Country2,control,3793,53,691,7,84,6044163688,05-19-2023,ae1f35c542
Country5,control,2819,53,423,7,24,6726609048,05-20-2023,b68316c01e
Country9,test,2159,56,2248,1,90,1965810423,05-21-2023,791f00a439
Country8,control,3585,57,554,8,1,6315141993,05-22-2023,b4b377a14f
Country3,test,2079,44,1812,1,71,2186280535,05-23-2023,0f7a6c98e8
Country5,control,3365,52,514,12,68,2273376447,05-24-2023,f70c1c7f8e
Country5,test,2640,47,1852,1,62,6070276398,05-15-2023,7bb89cd8b1
Country8,test,2147,58,2603,0,13,1743430108,05-16-2023,688b97cff3
Country9,test,2776,43,1972,0,63,7994867468,05-17-2023,91add3bcc4
Country8,test,2857,57,2000,2,90,4342771344,05-18-2023,b03b7975af
Country7,test,1740,43,1768,1,58,9918402683,05-19-2023,e704f960ee
Country4,test,2288,42,1691,1,93,2175965928,05-20-2023,28bb77e2fc
Country7,control,4062,60,567,6,51,2832374178,05-21-2023,a771aec11c
Country4,test,2329,39,2137,1,8,8372350511,05-22-2023,9c5f6737f8
Country3,control,3788,57,590,6,4,7286053724,05-23-2023,67bca11f74
Country6,test,2813,54,2039,1,96,4978463757,05-24-2023,1073b1a31e
Country3,control,3490,33,831,5,42,2709244441,05-15-2023,acf3861a73
Country10,control,3342,51,412,6,37,8407460463,05-16-2023,61e572ae63
Country4,control,2895,35,599,11,29,3353926891,05-17-2023,1eedbf0962
Country2,test,1659,57,2440,0,66,6010338372,05-18-2023,ee6fb04b29
Country2,control,3670,46,615,7,61,3192576213,05-19-2023,39839e4ce4
Country7,control,2677,41,474,5,63,8061870600,05-20-2023,1532f7c023
Country4,test,3188,52,2818,0,28,6825691281,05-21-2023,b18eeb6ee8
Country10,control,3729,65,646,6,92,6532560548,05-22-2023,3e9f3075d4
Country7,test,2042,44,2295,1,78,1808693014,05-23-2023,4513def56e
Country9,test,2915,48,1017,1,84,3851034131,05-24-2023,aa7e5b771d
Country10,control,3294,54,621,9,5,9781669237,05-15-2023,2e0d169755
Country8,control,4152,67,584,10,13,6179341332,05-16-2023,e91bb34d97
Country3,control,3792,46,677,10,90,9717624281,05-17-2023,277b0b6a41
Country5,test,2333,31,2358,2,48,9513472345,05-18-2023,a453869f8e
Country2,control,4774,24,679,6,76,6463011564,05-19-2023,14cc58d366
Country8,test,2680,56,2315,1,53,1146012531,05-20-2023,759d86a4f2
Country1,control,3116,74,651,8,39,8491798271,05-21-2023,eff2eb978e
Country3,control,4488,52,567,7,1,1096360744,05-22-2023,a797726fcf
Country8,test,2354,52,1967,0,94,7070358419,05-23-2023,c44151828a
Country9,test,2887,39,1477,1,97,1448921395,05-24-2023,0f441a6ae9
Country6,test,2255,50,1821,1,72,2771103413,05-15-2023,7da778985d
Country5,control,2619,59,571,9,16,1104058070,05-16-2023,7d42cb6ee8
Country9,control,3147,53,460,7,36,3319129600,05-17-2023,ac26335a22
Country4,test,2939,60,3177,1,75,5288011197,05-18-2023,ab6a267cf5
Country6,control,3300,65,582,9,75,9054312758,05-19-2023,6db506a354
Country5,test,2548,36,1830,1,66,6263547045,05-20-2023,facfcb5f47
Country9,test,2896,34,2576,2,82,2742671568,05-21-2023,a2eab51fb8
Country8,test,1772,44,2448,0,26,9881600189,05-22-2023,b8eeb977d2
Country9,test,1653,52,1813,2,90,7630786001,05-23-2023,de0e18375d
Country2,test,2561,43,1820,0,75,8919422984,05-24-2023,c0405b3ac6
Country3,control,2509,63,685,5,60,6138070807,05-15-2023,d209b405f3
Country2,test,2047,38,1530,1,91,5126614421,05-16-2023,0f780cf9b6
Country2,test,1963,44,1695,1,43,5622317947,05-17-2023,0642b8d8a2
Country9,test,3846,39,1980,0,62,3063598668,05-18-2023,aff2672239
Country9,test,2094,64,2817,0,42,5185711072,05-19-2023,9a811130b7
Country7,test,2115,50,1760,1,99,2645425453,05-20-2023,9eacf55382
Country9,control,3802,55,489,9,99,8620601577,05-21-2023,0da7df6f92
Country7,test,2745,41,1200,1,36,4874941543,05-22-2023,566b45be69
Country7,control,3645,60,621,8,82,1846238637,05-23-2023,3dc53cbafb
Country3,control,3217,40,579,6,46,5780014717,05-24-2023,77da212256
Country7,test,3332,40,1382,2,66,7882339943,05-15-2023,0af3126e32
Country9,control,3825,65,710,10,37,1093133700,05-16-2023,f1f4f527f2
Country4,control,3724,40,596,7,77,8298570757,05-17-2023,fbd9a1a4c6
Country2,test,2691,52,1737,1,77,5174203460,05-18-2023,21ca47c013
Country7,control,3834,47,688,7,9,5010998423,05-19-2023,0f0a933e2c
Country5,control,3428,55,760,10,8,8059360421,05-20-2023,a45fefd99f
Country6,control,3406,50,397,6,88,6049512399,05-21-2023,62489855bb
Country3,control,4489,68,621,7,19,4284168038,05-22-2023,067649a800
Country1,test,1909,39,2183,2,54,4701540861,05-23-2023,ea1b555229
Country2,control,4051,57,481,9,42,4708732714,05-24-2023,4795abf9eb
Country8,control,3320,53,672,10,61,6349537490,05-15-2023,ebb8b6b2d9
Country2,control,3303,42,554,6,43,3078635480,05-16-2023,a0dcf6f415
Country7,test,1566,44,2835,1,38,1751157942,05-17-2023,4e9a839f03
Country1,control,3930,48,705,9,90,6689026954,05-18-2023,01ece64a65
Country6,test,2589,58,2651,0,93,6730798357,05-19-2023,ef1eb760a0
Country4,control,3088,44,590,8,29,5386464466,05-20-2023,ef0b496524
Country10,test,2700,50,1876,1,31,5781009968,05-21-2023,6b874aee7d
Country1,test,2780,49,1467,1,2,9082013127,05-22-2023,ebfb7d1aab
Country3,control,4454,39,603,8,52,5862404230,05-23-2023,026aa94bba
Country7,control,3519,47,652,8,79,7218397958,05-24-2023,fe3d08e93e
Country9,control,3596,57,654,7,100,4323678682,05-15-2023,8e1cee644e
Country2,control,4014,53,718,7,90,2609244127,05-16-2023,872a2b11b5
Country6,control,3428,56,516,11,98,5446885325,05-17-2023,a51eb1cbb1
Country4,test,3694,52,2270,1,95,6539200215,05-18-2023,ea7029d9d7
Country7,control,2953,61,677,5,58,2185647822,05-19-2023,ccffa50696
Country7,test,3214,58,1302,2,99,4663641525,05-20-2023,5dd90ea8f2
Country6,control,3596,41,550,5,27,6313108415,05-21-2023,54700d4234
Country5,control,3492,43,627,9,100,3874315053,05-22-2023,4bc1463041
Country4,control,3216,50,546,9,31,9274848629,05-23-2023,bfb3b78f14
Country9,test,2140,47,1826,1,32,1983578286,05-24-2023,b588cb9e0b
Country5,control,3533,51,800,10,41,3914081629,05-15-2023,27c6daf907
Country4,control,2822,56,692,9,45,2472942450,05-16-2023,9a98dd2406
Country7,test,3431,64,2396,2,54,4331360233,05-17-2023,e90ce0214f
Country6,test,2065,39,2111,1,50,2642659434,05-18-2023,7c9104bcb1
Country8,test,2842,40,2209,2,47,7049114266,05-19-2023,18336c11ca
Country2,test,1967,45,2123,1,19,4423827913,05-20-2023,21f07c5473
Country9,control,2382,60,569,9,14,8651765466,05-21-2023,e815e4d358
Country2,test,2460,48,1634,0,23,1226055308,05-22-2023,4b7cbbbc26
Country9,control,4311,56,596,9,1,2805471021,05-23-2023,4dd7aff4f0
Country2,test,2250,49,1969,1,91,5415232163,05-24-2023,d414df8b3b
Country5,control,4098,53,594,9,72,1860802840,05-15-2023,c3a3b29aee
Country5,control,2912,62,438,9,9,5257732683,05-16-2023,ed42651670
Country7,control,4425,52,661,5,80,5853391661,05-17-2023,01c5b28f92
Country1,control,4954,57,457,8,9,7182012338,05-18-2023,4071a1aec3
Country8,test,2593,63,2167,0,25,7334308250,05-19-2023,cd52fe7326
Country6,control,4461,55,722,8,91,5737887927,05-20-2023,dad0aae5b0
Country9,control,3278,57,574,8,31,7406075086,05-21-2023,5786fdb9bc
Country6,test,2761,53,2382,0,72,6763221816,05-22-2023,d1a32d5c31
Country3,test,2312,63,2726,1,86,4074460841,05-23-2023,dbfde14e38
Country4,control,2953,53,652,8,96,9403233199,05-24-2023,167ac1d766
Country10,control,3177,46,729,8,89,9486119425,05-15-2023,38107f9707
Country3,control,3957,34,503,14,63,1716618701,05-16-2023,1c3d055440
Country8,control,3224,37,810,5,67,9070901928,05-17-2023,dee8c181e5
Country1,test,1820,59,2178,1,81,4917394435,05-18-2023,be16cdab6a
Country7,control,3594,36,586,5,50,5286962568,05-19-2023,fde2f53ad9
Country8,control,2917,71,704,10,13,8695502108,05-20-2023,7a61eb2fea
Country8,test,2525,60,1839,1,62,9588803530,05-21-2023,4150e3159f
Country2,test,2570,63,1755,1,96,3089267395,05-22-2023,022ca80146
Country9,test,1867,37,1935,1,44,3624750170,05-23-2023,7d8e62ede0
Country9,control,3307,58,488,8,40,1239497612,05-24-2023,051e33efbe
Country3,test,1811,27,2039,0,82,6359002008,05-15-2023,db2e0f7ef1
Country9,test,2598,44,1909,2,65,3716611529,05-16-2023,a5f558fd2c
Country1,test,2329,36,1968,1,93,1649316524,05-17-2023,bde3d3a29e
Country9,control,4514,39,630,8,18,3561361484,05-18-2023,72cb2f76a8
Country10,control,3710,33,751,7,30,3474563773,05-19-2023,531e54ee56
Country3,test,2463,63,1724,1,57,4382674523,05-20-2023,ea43dd3af8
Country3,test,2428,44,1979,0,74,7817546253,05-21-2023,901deaaa54
Country5,control,4187,53,660,10,30,1441234005,05-22-2023,3c6eef8298
Country7,control,3625,60,804,8,24,2422569609,05-23-2023,b4a95d7eff
Country2,test,2272,48,2737,1,13,2593789040,05-24-2023,d85f75a5c6
Country5,test,2557,54,2069,1,79,2119505871,05-15-2023,348afd6060
Country6,control,3808,47,427,4,42,8028475888,05-16-2023,9bc67c4dde
Country4,control,2946,64,616,7,88,6807347939,05-17-2023,b02e9fbc6e
Country7,control,3580,51,562,6,10,4105986930,05-18-2023,a2cc603738
Country8,test,1659,35,1137,2,4,6042570698,05-19-2023,f6220f285e
Country1,test,3552,46,1451,2,46,6365746243,05-20-2023,dacd3b8d55
Country1,test,2453,64,1038,1,9,2762861250,05-21-2023,de71cf4321
Country8,test,2530,40,1355,1,15,3327914316,05-22-2023,de42726926
Country7,control,3738,54,514,8,97,2123043896,05-23-2023,ea4abf6c21
Country3,control,3064,57,484,13,38,1687307138,05-24-2023,f63dd15f7a
Country6,test,1252,57,1378,1,94,1983962406,05-15-2023,21a9bd17ff
Country2,control,3578,52,434,7,35,8454981674,05-16-2023,5b15b2a2de
Country3,test,2242,43,2074,1,35,1380316734,05-17-2023,865d709c45
Country3,test,2654,37,1449,1,9,1967959242,05-18-2023,f605e019c8
Country6,control,3561,42,619,5,48,9853415752,05-19-2023,1175250b0b
Country8,test,3151,52,2094,1,89,7807918926,05-20-2023,70d0bcdc93
Country7,control,3258,56,630,6,65,5461319347,05-21-2023,e7f12881e0
Country3,control,4501,61,711,6,82,5199755010,05-22-2023,cc512f4213
Country6,test,2557,66,1744,0,2,7185371227,05-23-2023,afab0e38e1
Country8,test,2837,48,2139,1,15,6465196991,05-24-2023,89fcabc804
Country7,test,2185,53,2584,1,15,1000910269,05-15-2023,08c0b4a136
Country10,control,3121,47,452,6,94,7287709891,05-16-2023,4906b4015e
Country4,test,3302,48,1491,1,13,3846608503,05-17-2023,08a0f306e2
Country1,control,3648,49,456,7,86,5677534868,05-18-2023,bca4aef9d1
Country9,test,2588,35,2573,1,66,8930160640,05-19-2023,fa54e2e3c6
Country6,test,2090,45,1978,1,4,8523227400,05-20-2023,3c9268fec4
Country5,control,4719,57,830,6,37,4794530821,05-21-2023,89c818903d
Country9,control,3765,40,650,9,13,9626369568,05-22-2023,164e5716de
Country3,control,3488,53,656,4,14,8951009035,05-23-2023,42c0fba9e4
Country4,test,3079,42,2666,0,40,7197262771,05-24-2023,e7e957d73f
Country6,control,4245,63,594,6,7,2902003211,05-15-2023,881ec57f31
Country1,test,2137,50,1386,1,39,6617020009,05-16-2023,4ae7de9e13
Country9,control,3331,52,532,7,38,2878135305,05-17-2023,af799561a0
Country8,test,2039,51,1676,1,61,6797735162,05-18-2023,071792e293
Country7,test,2771,62,2235,1,12,8316933917,05-19-2023,e8b1fa5c01
Country5,test,3130,52,1854,1,89,5346891309,05-20-2023,ba702a159b
Country1,test,2762,33,1994,1,84,2073600565,05-21-2023,93e75bd920
Country6,control,4329,46,676,5,70,5318493513,05-22-2023,4c36dcbb69
Country9,test,2223,56,1521,1,87,7344245963,05-23-2023,671dc20a77
Country10,test,2521,44,1997,0,21,5573170880,05-24-2023,ec3a1e17aa
Country7,test,2138,50,2997,0,37,9781972626,05-15-2023,1eab638ce5
Country6,control,3335,48,678,10,59,1273479149,05-16-2023,ce52a54879
Country4,test,2229,55,2452,2,18,9094647157,05-17-2023,48182b9a70
Country4,control,3407,60,454,7,18,2451140378,05-18-2023,8e3f8585c8
Country8,control,3653,51,649,8,8,2053557814,05-19-2023,68f93b64e2
Country2,control,3574,56,686,5,48,4100077995,05-20-2023,a865d257ff
Country2,control,3810,66,675,11,97,7029374248,05-21-2023,ad758f85f1
Country1,test,2535,50,2450,0,46,1357464937,05-22-2023,3fa7ec06e2
Country3,control,3880,59,601,5,74,3258426841,05-23-2023,0069d50817
Country3,control,3533,37,596,8,87,9631014563,05-24-2023,0dd6bee2d6
Country8,control,4498,49,758,10,11,6100614215,05-15-2023,b59fddfd59
